DatGeracaoConjuntoDados;DatRalie;IdeNucleoCEG;CodCEG;SigUFPrincipal;DscOrigemCombustivel;SigTipoGeracao;NomEmpreendimento;MdaPotenciaOutorgadaKw;DscPropriRegimePariticipacao;DscTipoConexao;NomConexao;MdaTensaoConexao;NomEmpresaConexao;NumCnpjEmpresaConexao;DscViabilidade;DscSituacaoObra;DatPrevisaoInicioObra;DatContratoEPCOutorgado;DatRecursoFinanceiroOutorgado;DatCanteiroObraOutorgado;DatCanteiroObraRealizado;DatInicioObraOutorgado;DatInicioObraRealizado;DatConcretagemOutorgado;DatConcretagemRealizado;DatDesvioRioOutorgado;DatDesvioRioRealizado;DatMontagemOutorgado;DatMontagemRealizado;DatConclusaoTorresOutorgado;DatConclusaoTorresRealizado;DatEnchimentoOutorgado;DatEnchimentoRealizado;DatComissionamentoUGRealizado;DatSisTransmissaoOutorgado;DatSisTransmissaoRealizado;DatConclusaoSisTransOutorgado;DatConclusaoSisTransRealizado;DscJustificativaPrevisao;DscComercializacaoEnergia;DscSistema;DatConclusaoTransporteRealizado;DscSituacaoCronograma;DatRapeel;IdcComplexo;NomComplexo;DatEmissaoLP;DatValidadeLP;DscSituacaoLP;DatEmissaoLI;DatValidadeLI;DscSituacaoLI;DatSolicitacaoLO;DatPrevistaEmissaoLO;DatPrevMaxEmissaoLO;DatEmissaoLO;DatValidadeLO;DscSituacaoLO;NomSituacaoParAcesso;DatSolicitacaoParAcesso;DatEmissaoParAcesso;DscSitCCD;DatValidadeCCD;DatAssinaturaCCD;DscSitCCT;DatValidadeCCT;DatAssinaturaCCT;DscSituacaoCusd;DatValidadeCusd;DatAssinaturaCusd;DscSitCust;DatValidadeCust;DatAssinaturaCust;DscAtoOutorga;DscNumeroAto;NomOrgaoOutorgante;DscTipoOutorga;DatEmissaoAto
26/05/2025;22/04/2025;34299;EOL.CV.RS.034299-8.1;RS;Eólica;EOL;Serra do Veleda;33600; 100% para ECB - PEDRAS ALTAS ENERGIA EOLICA S/A (PIE);Seccionamento;Presidente Médici – Pelotas 3;230;CPFL TRANSMISSAO S.A.;9,27158E+13;Média;Não Iniciada;27/02/2026;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;04/04/2025;S;Complexo Eólico Pinheiro Machado;23/03/2011;22/03/2013;Válida;14/02/2023;14/02/2028;Válida;;01/08/2026;29/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.316;ANEEL;Autorização;24/01/2023
26/05/2025;22/04/2025;34312;UFV.RS.BA.034312-9.1;BA;Solar;UFV;Paratinga;25000; 100% para Lagedo Alto Energia Ltda. (PIE);Subestação;Paratinga;69;COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA;1,51396E+13;Média;Não Iniciada;12/06/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Atrasado;10/04/2025;N;;28/08/2017;28/08/2021;Válida;;;Solicitada;;01/12/2025;30/12/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;9.769;ANEEL;Autorização;16/03/2021
26/05/2025;22/04/2025;34314;UFV.RS.RN.034314-5.1;RN;Solar;UFV;Helius I;30000; 100% para HELIUS PROJETOS PARA ENERGIA SOLAR LTDA (PIE);Subestação;outro;0;;;Média;Não Iniciada;22/01/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;S;Complexo Solar Helius;23/02/2022;23/02/2024;Vencida;;;Solicitada;;31/01/2027;31/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;14.019;ANEEL;Autorização;21/03/2023
26/05/2025;22/04/2025;34315;UFV.RS.RN.034315-3.1;RN;Solar;UFV;Helius II;30000; 100% para HELIUS PROJETOS PARA ENERGIA SOLAR LTDA (PIE);Subestação;outro;0;;;Média;Não Iniciada;22/01/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;S;Complexo Solar Helius;23/02/2022;23/02/2024;Vencida;;;Solicitada;;31/07/2027;31/07/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;14.020;ANEEL;Autorização;21/03/2023
26/05/2025;22/04/2025;34324;UFV.RS.BA.034324-2.1;BA;Solar;UFV;Lagoa do Morro I;32000; 100% para CPFL ENERGIAS RENOVÁVEIS S.A. (PIE);Subestação;Bom Jesus da Lapa II;230;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;7,85997E+12;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;03/04/2025;N;;21/09/2021;21/09/2023;Válida;;;Não Solicitada;;24/06/2025;24/07/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;12.383;ANEEL;Autorização;16/08/2022
26/05/2025;22/04/2025;34325;UFV.RS.BA.034325-0.1;BA;Solar;UFV;Lagoa do Morro II;32000; 100% para CPFL ENERGIAS RENOVÁVEIS S.A. (PIE);Subestação;Bom Jesus da Lapa II;230;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;7,85997E+12;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;03/04/2025;N;;21/09/2021;21/09/2023;Válida;;;Não Solicitada;;22/07/2025;22/08/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;12.384;ANEEL;Autorização;16/08/2022
26/05/2025;22/04/2025;34326;UFV.RS.BA.034326-9.1;BA;Solar;UFV;Lagoa do Morro III;32000; 100% para CPFL ENERGIAS RENOVÁVEIS S.A. (PIE);Subestação;Bom Jesus da Lapa II;230;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;7,85997E+12;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;03/04/2025;N;;21/09/2021;21/09/2023;Válida;;;Não Solicitada;;22/08/2025;22/09/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;12.385;ANEEL;Autorização;16/08/2022
26/05/2025;22/04/2025;34327;UFV.RS.BA.034327-7.1;BA;Solar;UFV;Lagoa do Morro IV;32000; 100% para CPFL ENERGIAS RENOVÁVEIS S.A. (PIE);Subestação;Chapadão – Jatai;230;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;7,85997E+12;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;03/04/2025;N;;21/09/2021;21/09/2023;Válida;;;Não Solicitada;;26/09/2025;26/10/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;12.386;ANEEL;Autorização;16/08/2022
26/05/2025;22/04/2025;34328;UFV.RS.BA.034328-5.1;BA;Solar;UFV;Lagoa do Morro V;32000; 100% para CPFL ENERGIAS RENOVÁVEIS S.A. (PIE);Subestação;Bom Jesus da Lapa II;230;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;7,85997E+12;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;03/04/2025;N;;21/09/2021;21/09/2023;Válida;;;Não Solicitada;;31/10/2025;01/12/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;12.387;ANEEL;Autorização;16/08/2022
26/05/2025;22/04/2025;34342;UFV.RS.PI.034342-0.1;PI;Solar;UFV;Paineira 1;48118; 100% para RENOBRAX PAINEIRA ENERGIA RENOVÁVEL LTDA. (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;3.997;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34343;UFV.RS.PI.034343-9.1;PI;Solar;UFV;Paineira 10;48118; 100% para RENOBRAX MURICI ENERGIA RENOVAVEL LTDA. (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;4.006;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34344;UFV.RS.PI.034344-7.1;PI;Solar;UFV;Paineira 11;48118; 100% para RENOBRAX MURICI ENERGIA RENOVAVEL LTDA. (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;4.007;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34345;UFV.RS.PI.034345-5.1;PI;Solar;UFV;Paineira 12;48118; 100% para RENOBRAX MURICI ENERGIA RENOVAVEL LTDA. (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;4.008;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34346;UFV.RS.PI.034346-3.1;PI;Solar;UFV;Paineira 13;48118; 100% para RENOBRAX MURICI ENERGIA RENOVAVEL LTDA. (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;4.009;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34347;UFV.RS.PI.034347-1.1;PI;Solar;UFV;Paineira 14;48118; 100% para RENOBRAX MURICI ENERGIA RENOVAVEL LTDA. (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;4.010;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34348;UFV.RS.PI.034348-0.1;PI;Solar;UFV;Paineira 15;48118; 100% para RENOBRAX MURICI ENERGIA RENOVAVEL LTDA. (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;4.011;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34349;UFV.RS.PI.034349-8.1;PI;Solar;UFV;Paineira 16;48118; 100% para RENOBRAX MURICI ENERGIA RENOVAVEL LTDA. (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;4.012;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34350;UFV.RS.PI.034350-1.1;PI;Solar;UFV;Paineira 2;48118; 100% para RENOBRAX PAINEIRA ENERGIA RENOVÁVEL LTDA. (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;3.998;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34351;UFV.RS.PI.034351-0.1;PI;Solar;UFV;Paineira 3;48118; 100% para RENOBRAX PAINEIRA ENERGIA RENOVÁVEL LTDA. (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;3.999;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34352;UFV.RS.PI.034352-8.1;PI;Solar;UFV;Paineira 4;48118; 100% para RENOBRAX PAINEIRA ENERGIA RENOVÁVEL LTDA. (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;4.000;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34353;UFV.RS.PI.034353-6.1;PI;Solar;UFV;Paineira 5;48118; 100% para RENOBRAX PAINEIRA ENERGIA RENOVÁVEL LTDA. (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;4.001;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34354;UFV.RS.PI.034354-4.1;PI;Solar;UFV;Paineira 6;48118; 100% para RENOBRAX PAINEIRA ENERGIA RENOVÁVEL LTDA. (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;4.002;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34355;UFV.RS.PI.034355-2.1;PI;Solar;UFV;Paineira 7;48118; 100% para RENOBRAX PAINEIRA ENERGIA RENOVÁVEL LTDA. (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;4.003;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34356;UFV.RS.PI.034356-0.1;PI;Solar;UFV;Paineira 8;48118; 100% para RENOBRAX PAINEIRA ENERGIA RENOVÁVEL LTDA. (PIE);Subestação;outro;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;4.004;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34357;UFV.RS.PI.034357-9.1;PI;Solar;UFV;Paineira 9;48118; 100% para RENOBRAX MURICI ENERGIA RENOVAVEL LTDA. (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;01/08/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;N;;16/06/2023;14/06/2027;Válida;;;Não Solicitada;;01/12/2026;01/01/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;4.005;ANEEL;Autorização;25/10/2023
26/05/2025;22/04/2025;34380;UFV.RS.PI.034380-3.1;PI;Solar;UFV;Chateau Fort 10;15625; 100% para PERCHATEAU ENERGIA SOLAR LTDA. (PIE);Subestação;São João do Piauí;500;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Média;Não Iniciada;01/10/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Atrasado;14/04/2025;S;Complexo Solar Chateau Fort;21/07/2014;21/07/2015;Vencida;16/07/2021;16/07/2023;Válida;;01/06/2025;01/07/2025;;;Não Solicitada;Vencido;15/09/2022;30/09/2022;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;10.570;ANEEL;Autorização;21/09/2021
26/05/2025;22/04/2025;34381;UFV.RS.PI.034381-1.1;PI;Solar;UFV;São João do Piauí III;15625; 100% para RENOBRAX ENERGIAS RENOVÁVEIS LTDA (PIE);Subestação;São João do Piauí;500;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Média;Não Iniciada;01/10/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Atrasado;15/04/2025;S;Complexo Solar São João do Piauí;19/08/2013;19/08/2014;Vencida;16/07/2021;16/07/2023;Válida;;01/06/2025;01/07/2025;;;Não Solicitada;Vencido;05/09/2022;20/09/2022;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;10.573;ANEEL;Autorização;21/09/2021
26/05/2025;22/04/2025;34382;UFV.RS.PI.034382-0.1;PI;Solar;UFV;São João do Piauí II;15625; 100% para RENOBRAX ENERGIAS RENOVÁVEIS LTDA (PIE);Subestação;São João do Piauí;500;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Média;Não Iniciada;01/10/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Atrasado;15/04/2025;S;Complexo Solar São João do Piauí;19/08/2013;19/08/2014;Vencida;16/07/2021;16/07/2023;Válida;;01/06/2025;01/07/2025;;;Não Solicitada;Vencido;05/09/2022;20/09/2022;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;10.572;ANEEL;Autorização;21/09/2021
26/05/2025;22/04/2025;34385;UFV.RS.PI.034385-4.1;PI;Solar;UFV;Sertão 2;30000; 100% para SERTÃO SOLAR ENERGIA SPE S.A (PIE);Subestação;Sertão;69;EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A;6,84075E+12;Média;Não Iniciada;12/06/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;05/04/2025;N;;03/06/2015;03/06/2016;Vencida;;02/02/2023;Solicitada renovação;;01/05/2025;01/06/2025;;;Não Solicitada;Solicitado;30/03/2022;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Resolução;10.844;ANEEL;Autorização;09/11/2021
26/05/2025;22/04/2025;34389;UFV.RS.PI.034389-7.1;PI;Solar;UFV;Sobral 2;30000; 100% para Sobral Solar Energia SPE S.A. (PIE);Subestação;Sobral;69;EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A;6,84075E+12;Média;Não Iniciada;15/07/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;04/04/2025;N;;03/05/2015;03/06/2016;Vencida;;02/02/2023;Solicitada renovação;;31/03/2026;30/04/2026;;;Não Solicitada;Não Solicitado;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Resolução;13.519;ANEEL;Autorização;31/01/2023
26/05/2025;22/04/2025;34398;UFV.RS.PB.034398-6.1;PB;Solar;UFV;Taboleiro do Meio II;20000; 100% para Brilhante Projetos SPE Ltda. (PIE);Subestação;Coremas;230;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Baixa;Não Iniciada;;;;;;26/06/2022;;;;;;06/08/2022;;;;;;;08/11/2022;;;;Inviabilidade da implantação da usina;Fora ACR;Sistema Interligado Nacional;;Normal;04/09/2023;S;Taboleiro do Meio;07/10/2020;07/10/2022;Vencida;30/12/2021;25/06/2023;Válida;;30/10/2023;30/11/2023;;;Não Solicitada;Válido;15/12/2020;14/01/2021;Não se Aplica;;;Válido;14/03/2055;28/04/2021;Não se Aplica;;;Válido;29/09/2055;12/03/2021;Resolução;9.246;ANEEL;Autorização;29/09/2020
26/05/2025;22/04/2025;34399;UFV.RS.PB.034399-4.1;PB;Solar;UFV;Taboleiro do Meio III;18000; 100% para Brilhante Projetos SPE Ltda. (PIE);Subestação;Coremas;230;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Baixa;Não Iniciada;;;;;;26/06/2022;;;;;;06/08/2022;;;;;;;08/11/2022;;;;Inviabilidade da implantação da usina;Fora ACR;Sistema Interligado Nacional;;Atrasado;04/09/2023;N;;07/10/2020;07/10/2022;Vencida;;;Não Solicitada;;30/10/2023;30/11/2023;;;Não Solicitada;Válido;15/12/2020;01/05/2021;Não se Aplica;;;Válido;14/03/2055;28/04/2021;Não se Aplica;;;Válido;29/09/2055;14/03/2021;Resolução;9.247;ANEEL;Autorização;29/09/2020
26/05/2025;22/04/2025;34400;UFV.RS.PB.034400-1.1;PB;Solar;UFV;Taboleiro do Meio IV;18000; 100% para Brilhante Projetos SPE Ltda. (PIE);Subestação;Coremas;230;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Baixa;Não Iniciada;;;;;;26/06/2022;;;;;;06/08/2022;;;;;;;08/11/2022;;;;Inviabilidade da implantação da usina;Fora ACR;Sistema Interligado Nacional;;Normal;04/09/2023;N;;03/07/2018;02/07/2020;Vencida;30/12/2021;25/06/2023;Válida;;30/10/2023;01/12/2023;;;Não Solicitada;Válido;15/12/2020;14/01/2021;Não se Aplica;;;Válido;14/03/2025;28/04/2021;Não se Aplica;;;Válido;14/03/2055;12/03/2021;Resolução;9.248;ANEEL;Autorização;29/09/2020
26/05/2025;22/04/2025;34427;EOL.CV.BA.034427-3.1;BA;Eólica;EOL;Mandacaru;30000; 100% para ENERGISA GERACAO CENTRAL EOLICA MANDACARU S.A. (PIE);Subestação;outro;0;;;Média;Não Iniciada;09/09/2025;;;;;;;;;;;;;;;;;;;;;;Sem RAPEEL;Fora ACR;Sistema Interligado Nacional;;Normal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Despacho;2.727;ANEEL;Autorização;09/09/2024
26/05/2025;22/04/2025;34428;EOL.CV.BA.034428-1.1;BA;Eólica;EOL;Umbuzeiro Muquim;30000; 100% para ENERGISA GERACAO CENTRAL EOLICA UMBUZEIRO-MUQUIM S.A. (PIE);Subestação;outro;0;;;Média;Não Iniciada;09/09/2025;;;;;;;;;;;;;;;;;;;;;;Sem RAPEEL;Fora ACR;Sistema Interligado Nacional;;Normal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Despacho;2.728;ANEEL;Autorização;09/09/2024
